,time,train_coeff_0_mean_squared_error,train_coeff_1_mean_squared_error,train_coeff_2_mean_squared_error,train_coeff_3_mean_squared_error,valid_coeff_0_mean_squared_error,valid_coeff_1_mean_squared_error,valid_coeff_2_mean_squared_error,valid_coeff_3_mean_squared_error,learning_rate
0,22:26:01 2019-07-06,1.3966342210769653,0.6704872250556946,3.9952805042266846,0.4316706359386444,0.0015404269797727466,0.0017241485184058547,0.010721416212618351,0.010817320086061954,0.0001
1,22:28:07 2019-07-06,0.02765258215367794,0.009622044861316681,0.02127954736351967,0.016297537833452225,0.0015199093613773584,0.0017894053598865867,0.010952645912766457,0.012486767023801804,0.0001
