,time,train_coeff_0_mean_squared_error,train_coeff_1_mean_squared_error,train_coeff_2_mean_squared_error,train_coeff_3_mean_squared_error,valid_coeff_0_mean_squared_error,valid_coeff_1_mean_squared_error,valid_coeff_2_mean_squared_error,valid_coeff_3_mean_squared_error,learning_rate
78,21:54:09 2019-06-02,0.10048497468233107,0.06006651744246482,0.21188098192214969,0.07063663750886917,0.005668051540851593,0.03962772712111473,0.002930410904809833,0.009469735436141493,1.5625e-06
79,21:54:10 2019-06-02,0.11149374395608902,0.09040915220975876,0.09278851747512816,0.10699981451034546,0.0058592259883880615,0.039630383253097534,0.0029380705673247576,0.009859910234808922,1.5625e-06
80,21:54:10 2019-06-02,0.07519637048244476,0.0948379933834076,0.1964412182569504,0.01721225492656231,0.006163063459098339,0.04035641625523567,0.002926520770415664,0.010864040814340116,1.5625e-06
81,21:54:11 2019-06-02,0.13634617626667025,0.12087582796812055,0.08835747092962265,0.2043774574995041,0.006120738573372364,0.041094787418842316,0.0030464781448245053,0.01222996786236763,1.5625e-06
82,21:54:12 2019-06-02,0.23355770111083984,0.04234811291098595,0.03755928203463554,0.10757550597190857,0.005820618942379952,0.04176774621009827,0.0033167963847517967,0.01378859393298626,1.5625e-06
83,21:54:12 2019-06-02,0.0632491186261177,0.07285511493682861,0.19727689027786247,0.10142116993665697,0.005276478826999664,0.042627573013305664,0.0036710614804178476,0.01615243777632713,1.5625e-06
84,21:54:13 2019-06-02,0.04767977073788643,0.00855985563248396,0.02613147534430027,0.06707235425710678,0.0049484260380268106,0.04220481961965561,0.003923807293176651,0.018072348088026047,1.5625e-06
85,21:54:13 2019-06-02,0.035103846341371536,0.10948095470666884,0.0926988422870636,0.1038227155804634,0.0048280400224030035,0.041831791400909424,0.003971310332417488,0.01923084445297718,1.5625e-06
86,21:54:14 2019-06-02,0.03767136856913567,0.1244802474975586,0.11242135614156724,0.017509853467345238,0.00477591110393405,0.0420713871717453,0.0040462627075612545,0.0200495608150959,7.8125e-07
87,21:54:15 2019-06-02,0.16029350459575653,0.04369809105992317,0.10831809043884276,0.11156129091978073,0.0046899509616196156,0.0428716316819191,0.004154300317168236,0.02110062912106514,7.8125e-07
88,21:54:15 2019-06-02,0.12428893893957138,0.1423642337322235,0.15362296998500824,0.08996676653623581,0.004657290410250425,0.043348018079996116,0.004254866391420364,0.0222525242716074,7.8125e-07
89,21:54:16 2019-06-02,0.08911929279565811,0.0276543740183115,0.04989030957221985,0.12696363031864166,0.004634326789528132,0.043057173490524285,0.004449437372386456,0.023396497592329986,7.8125e-07
90,21:54:17 2019-06-02,0.09861525893211363,0.02520351856946945,0.058199822902679436,0.12027063965797424,0.004619189538061619,0.04278912767767906,0.0044301776215434074,0.022907935082912445,7.8125e-07
91,21:54:17 2019-06-02,0.03448985517024994,0.12222226709127425,0.2019527405500412,0.10377057641744614,0.004605360794812441,0.04211157560348512,0.004295469261705875,0.021298835054039955,7.8125e-07
92,21:54:18 2019-06-02,0.05857169628143311,0.03206504881381988,0.1788405179977417,0.06155509874224663,0.004626492504030465,0.041656263172626495,0.0043672570027410975,0.020452175289392468,7.8125e-07
93,21:54:19 2019-06-02,0.04456591606140137,0.03274190053343773,0.07206355035305023,0.1864238828420639,0.004670088179409504,0.0415528379380703,0.004605132155120373,0.020368382334709167,7.8125e-07
94,21:54:19 2019-06-02,0.03684152662754059,0.12121372669935225,0.13737161457538605,0.06405004858970642,0.004674380179494618,0.04178508743643762,0.0047015277668833715,0.02034979127347469,3.90625e-07
95,21:54:20 2019-06-02,0.052433084696531296,0.04659519717097282,0.12010353803634645,0.187760591506958,0.004668967798352242,0.042217820882797234,0.004697653464972973,0.020403968170285225,3.90625e-07
96,21:54:21 2019-06-02,0.07007905095815659,0.09756603091955184,0.19842654466629028,0.10466748476028442,0.004640745930373669,0.042605191469192505,0.004649217240512371,0.020381182432174686,3.90625e-07
97,21:54:21 2019-06-02,0.13085228204727173,0.010193628259003162,0.2612452805042267,0.028337188065052032,0.004617564845830202,0.043128419667482376,0.004627889953553678,0.020546309649944302,3.90625e-07
98,21:54:22 2019-06-02,0.07732992619276048,0.11747002601623535,0.16500096023082733,0.06629204005002975,0.004604340065270661,0.04365261644124985,0.0046365875750780106,0.020738281309604645,3.90625e-07
99,21:54:23 2019-06-02,0.09893683344125748,0.096072755753994,0.1321023553609848,0.07914935052394867,0.00460883229970932,0.04402310773730278,0.004686546977609396,0.02103511057794094,3.90625e-07
100,21:54:23 2019-06-02,0.06515020877122879,0.12382051348686215,0.15460312366485596,0.1923477053642273,0.00460432143881917,0.04403018951416016,0.004713968839496374,0.021028771996498108,3.90625e-07
101,21:54:24 2019-06-02,0.054731521755456924,0.023655757308006287,0.10192864388227464,0.11272940784692766,0.004581706132739782,0.04417463392019272,0.00469363108277321,0.020731665194034576,3.90625e-07
102,21:54:25 2019-06-02,0.07612935453653336,0.14605975151062012,0.2776061594486237,0.14951671659946442,0.004570458550006151,0.044296681880950935,0.00463957479223609,0.02057233452796936,1.953125e-07
103,21:54:25 2019-06-02,0.09007985144853592,0.12047085165977478,0.17432613670825958,0.06374020129442215,0.004571747034788132,0.044355791062116616,0.004550767131149769,0.020348496735095967,1.953125e-07
104,21:54:26 2019-06-02,0.06944412738084793,0.132822185754776,0.04082547128200531,0.20266152918338776,0.004586305469274521,0.04445846378803253,0.00453191576525569,0.02010636031627655,1.953125e-07
105,21:54:27 2019-06-02,0.19094634056091309,0.062178630381822586,0.2413331121206284,0.06089636310935021,0.004599425010383129,0.044414602220058434,0.004537432920187712,0.01978377066552639,1.953125e-07
106,21:54:27 2019-06-02,0.06663911044597626,0.03389860317111015,0.037606839090585716,0.1960359215736389,0.004615033511072397,0.04455786943435669,0.004531187005341053,0.01957174576818943,1.953125e-07
107,21:54:28 2019-06-02,0.11645641177892685,0.20256929099559784,0.05308796465396881,0.10630006343126296,0.004621263593435288,0.0447038859128952,0.004505847580730915,0.019326407462358475,1.953125e-07
108,21:54:29 2019-06-02,0.1447877734899521,0.08982887119054794,0.0856655016541481,0.06661020964384079,0.004630555398762226,0.044926971197128296,0.004432539921253921,0.01902129128575325,1.953125e-07
109,21:54:29 2019-06-02,0.0966724529862404,0.015849126502871513,0.09849798679351808,0.08649375289678574,0.00463500851765275,0.04515568912029266,0.004402650520205498,0.018687035888433456,1.953125e-07
110,21:54:30 2019-06-02,0.02709019370377064,0.05970567837357521,0.07867280393838882,0.10157328099012376,0.004642770625650883,0.045227985829114914,0.004386271815747023,0.018534006550908092,9.765625e-08
111,21:54:30 2019-06-02,0.0515984408557415,0.07412734627723694,0.14475703239440918,0.12761829793453214,0.0046526766382157785,0.04504144936800003,0.0043407659977674476,0.01847269758582115,9.765625e-08
112,21:54:31 2019-06-02,0.05742145702242851,0.09429097920656204,0.06632363796234131,0.01220341119915247,0.004666097927838564,0.0448654368519783,0.004301526118069886,0.018384277820587158,9.765625e-08
113,21:54:32 2019-06-02,0.07446625083684921,0.20637619495391848,0.1619463711977005,0.10728615522384644,0.004677887540310621,0.0448557436466217,0.004261673428118229,0.018372301012277603,9.765625e-08
114,21:54:32 2019-06-02,0.046610977500677116,0.03098050318658352,0.08206173032522203,0.17113476991653442,0.00468762731179595,0.04492463171482086,0.0042252317070961,0.018345244228839874,9.765625e-08
115,21:54:33 2019-06-02,0.09292539954185486,0.020941996946930885,0.0421716570854187,0.15581227838993073,0.004690016619861126,0.045060999691486366,0.00416446290910244,0.01830524019896984,9.765625e-08
116,21:54:34 2019-06-02,0.06945843249559402,0.037965089082717896,0.12184834480285645,0.15199829638004306,0.004685008432716131,0.04514893889427185,0.004137208685278893,0.01830599084496498,9.765625e-08
117,21:54:34 2019-06-02,0.07008352875709534,0.08269838243722916,0.14957185089588165,0.1653418093919754,0.004686269443482161,0.04521727189421654,0.0041063823737204075,0.018342139199376103,9.765625e-08
118,21:54:35 2019-06-02,0.08236347883939743,0.10475173592567444,0.02640869282186032,0.11846444755792618,0.004687707405537367,0.04519214108586311,0.004090687725692987,0.018355507403612137,4.8828125e-08
119,21:54:36 2019-06-02,0.29329153895378113,0.13406123220920566,0.01709834299981594,0.07144888490438461,0.004685636609792709,0.045218709856271744,0.0040637427009642116,0.0183422900736332,4.8828125e-08
120,21:54:36 2019-06-02,0.04758184030652046,0.014656614512205126,0.12512712180614471,0.08115581423044205,0.004683904815465212,0.04527852684259415,0.004031614400446415,0.018307236954569817,4.8828125e-08
121,21:54:37 2019-06-02,0.014884700067341328,0.015399261377751829,0.40510258078575134,0.11572223901748654,0.004683461505919695,0.04531605169177056,0.0039878319948911676,0.018238762393593788,4.8828125e-08
122,21:54:38 2019-06-02,0.07478085905313492,0.1020183563232422,0.0922187641263008,0.05685323476791384,0.004684368148446083,0.045366521924734116,0.003949395380914211,0.01815152354538441,4.8828125e-08
123,21:54:38 2019-06-02,0.1776942014694214,0.014554654248058798,0.07595863193273544,0.13090595602989194,0.004683330189436674,0.045434411615133286,0.0039148619398474685,0.018099376931786537,4.8828125e-08
124,21:54:39 2019-06-02,0.1063997969031334,0.05361820384860039,0.10435149818658827,0.06273273378610611,0.0046834638342261314,0.04550085589289665,0.0038860051427036532,0.0180843397974968,4.8828125e-08
125,21:54:40 2019-06-02,0.13084574043750766,0.03383331373333931,0.2402516007423401,0.1831816583871841,0.004686355590820313,0.045572169125080116,0.0038690660148859024,0.01808867044746876,4.8828125e-08
126,21:54:40 2019-06-02,0.008021124638617039,0.15084286034107208,0.10629122704267502,0.06039828434586525,0.004688100423663855,0.045568857342004776,0.0038580903783440594,0.018078809604048732,2.44140625e-08
127,21:54:41 2019-06-02,0.07562601566314697,0.12995146214962006,0.022533059120178226,0.06937306374311447,0.004687763750553131,0.04554080590605737,0.0038536747451871634,0.018065502867102626,2.44140625e-08
128,21:54:41 2019-06-02,0.05389508605003357,0.08324963599443436,0.07871803641319275,0.08732392638921738,0.004685575608164072,0.045534897595644004,0.003850114764645696,0.0180433988571167,2.44140625e-08
129,21:54:42 2019-06-02,0.0117202615365386,0.2138812094926834,0.09744767099618913,0.04194289445877075,0.00468329805880785,0.045520737767219537,0.003846568055450915,0.018051251769065857,2.44140625e-08
130,21:55:50 2019-06-02,0.0954415276646614,0.1893657892942429,0.5260348320007324,1.0101639032363892,0.08047250658273697,0.08198375999927521,0.012616110034286976,0.04661685228347778,0.0001
131,21:55:50 2019-06-02,0.04602544009685517,0.27421295642852783,0.1586054116487503,0.8412684798240662,0.0007233548676595093,0.015699611976742744,0.15695741772651672,0.7026283740997314,0.0001
132,21:55:51 2019-06-02,0.19508467614650726,0.26996472477912903,0.3719511926174164,0.16232174634933472,0.010121253319084644,0.07144603133201599,0.33756259083747864,0.10186521708965304,0.0001
133,21:55:52 2019-06-02,0.2790126800537109,0.11937884241342545,1.4755064249038696,0.5625311732292175,0.09070270508527756,0.013085572980344296,0.2464403361082077,0.138683021068573,0.0001
134,21:55:52 2019-06-02,0.2819471061229706,0.050351317971944816,0.3633453845977783,0.5195773243904114,0.018597304821014404,0.046798363327980035,0.4955034255981445,0.5070939660072327,0.0001
135,21:55:53 2019-06-02,0.20666293799877167,0.1778547614812851,1.2005149126052856,0.703366756439209,0.020964551717042926,0.0363461971282959,0.5765993595123291,0.5667816996574402,0.0001
136,21:55:54 2019-06-02,0.2573907971382141,0.13429060578346252,0.17777536809444427,0.3897759020328522,0.028306419029831886,0.0038687395863235,0.04594621807336807,0.14954622089862826,0.0001
137,21:55:55 2019-06-02,0.32568156719207764,0.16669733822345734,0.7170486450195312,0.2832947075366974,0.03257947787642479,0.012793517671525478,0.3337505459785461,0.03073927387595177,0.0001
138,21:55:55 2019-06-02,0.3113275468349457,0.4001500904560089,0.12490624189376832,0.20776738226413727,0.3035441637039185,0.1681605577468872,0.003436697879806161,0.09066160023212433,0.0001
139,21:55:56 2019-06-02,0.4093640148639679,0.17565494775772095,0.6520904898643494,0.2115553766489029,0.008889587596058846,0.03953911364078522,0.5210586190223694,0.027820462360978127,0.0001
140,21:55:56 2019-06-02,0.9009845852851868,0.21440839767456046,0.6242319941520691,0.2939930260181427,0.39115142822265625,0.029839184135198593,0.009074761532247065,0.3877099752426148,0.0001
